,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
28,467,Quinton McCracken,ARI,215,23,51,4,3,1,13,4,0,23,35,.237,.313,.298,.610,-0.1
29,468,Phil Nevin,TEX/SD,380,46,90,16,1,12,55,3,0,27,97,.237,.287,.379,.666,-1.3
30,,Erubiel Durazo,OAK,152,15,36,6,1,4,16,1,0,14,24,.237,.305,.368,.674,-0.4
31,470,Jacob Cruz,CIN,127,12,30,10,0,4,18,0,0,16,46,.236,.324,.409,.734,0.2
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,471,Mike Lamb,HOU,322,41,76,13,5,12,53,1,1,22,65,.236,.284,.419,.703,-0.7
34,472,Mike Lowell,FLA,500,56,118,36,1,8,58,4,0,46,58,.236,.298,.360,.658,-1.1
35,473,Nick Swisher,OAK,462,66,109,32,1,21,74,0,1,55,110,.236,.322,.446,.768,1.4
36,474,Jason Dubois,CLE/CHC,187,21,44,12,0,9,24,0,1,12,74,.235,.292,.444,.736,-0.8
37,475,Michael Restovich,PIT/COL,115,15,27,5,1,3,8,0,0,11,29,.235,.302,.374,.676,0.1
38,476,Scott Rolen,STL,196,28,46,12,1,5,28,1,2,25,28,.235,.323,.383,.706,1.5
39,477,Carlos Pena,DET,260,37,61,9,0,18,44,0,1,31,95,.235,.325,.477,.802,-0.1
40,478,Shane Costa,KC,81,13,19,2,0,2,7,0,0,5,11,.235,.287,.333,.621,-0.4
41,479,Jayson Werth,LA,337,46,79,22,2,7,43,11,2,48,114,.234,.338,.374,.711,1.2
42,480,Yorvit Torrealba,SEA/SF,201,32,47,12,0,3,15,1,0,16,50,.234,.297,.338,.635,0.4
0,481,Gerald Williams,NYM,30,9,7,2,0,1,3,2,0,1,7,.233,.258,.400,.658,-0.3
1,482,Tomas Perez,PHI,159,17,37,7,0,0,22,1,0,11,27,.233,.289,.277,.566,-0.5
2,483,Edwin Encarnacion,CIN,211,25,49,16,0,9,31,3,0,20,60,.232,.308,.436,.744,0.8
3,484,Alex Cora,BOS/CLE,250,25,58,8,4,3,24,7,2,11,30,.232,.275,.332,.607,1.4
4,485,Junior Spivey,MIL/WAS,259,37,60,15,1,7,24,9,3,29,83,.232,.315,.378,.693,1.7
5,486,Robb Quinlan,LAA,134,17,31,8,0,5,14,0,1,7,26,.231,.273,.403,.676,0.7
6,487,Jeff DaVanon,LAA,225,42,52,10,1,2,15,11,6,39,44,.231,.347,.311,.658,0.4
7,488,Jose Hernandez,CLE,234,28,54,7,0,6,31,1,3,14,60,.231,.277,.338,.614,0.2
8,,J.J. Davis,WAS,26,0,6,0,0,0,2,1,1,2,7,.231,.286,.231,.516,-0.4
9,,Michael Ryan,MIN,117,7,27,5,0,2,13,1,2,9,22,.231,.283,.325,.608,-1.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Brad Hennessey,SF,39,3,9,1,0,2,5,0,0,0,12,.231,.231,.410,.641,0.3
12,492,Luis Terrero,ARI,161,23,37,6,1,4,20,3,2,14,40,.230,.313,.354,.667,-0.3
13,493,Ruben Sierra,NYY,170,14,39,12,0,4,29,0,0,9,41,.229,.265,.371,.636,-0.7
14,494,Mark Prior,CHC,48,5,11,2,0,0,3,0,0,2,14,.229,.260,.271,.531,0.4
15,495,Geoff Blum,CWS/SD,319,32,73,15,2,6,25,3,3,28,43,.229,.296,.345,.641,-0.3
16,496,Jose Offerman,NYM/PHI,105,11,24,3,1,2,13,0,0,11,17,.229,.308,.333,.641,-0.3
17,,Jeff Weaver,LA,70,6,16,2,0,0,7,0,0,2,19,.229,.250,.257,.507,0.3
18,,D'Angelo Jimenez,CIN,105,14,24,7,0,0,5,2,1,14,23,.229,.319,.295,.615,-0.3
19,,Danny Ardoin,COL,210,28,48,10,0,6,22,1,1,20,69,.229,.320,.362,.681,1.0
20,500,José Molina,LAA,184,14,42,4,0,6,25,2,0,13,41,.228,.286,.348,.634,0.8
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,501,Doug Mirabelli,BOS,136,16,31,7,0,6,18,2,0,14,48,.228,.309,.412,.721,0.6
23,502,Ruben Gotay,KC,282,32,64,14,2,5,29,2,2,22,51,.227,.288,.344,.632,-0.8
24,503,Adrian Gonzalez,TEX,150,17,34,7,1,6,17,0,0,10,37,.227,.272,.407,.678,-0.7
25,504,Andy Green,ARI,31,5,7,1,0,0,2,0,0,7,3,.226,.359,.258,.617,0.1
26,505,Eric Byrnes,BAL/OAK/COL,412,49,93,24,3,10,40,7,2,32,71,.226,.294,.371,.665,0.4
27,506,Gerald Laird,TEX,40,7,9,2,0,1,4,0,0,2,7,.225,.262,.350,.612,-0.1
28,507,Desi Relaford,COL,210,24,47,13,2,1,16,3,3,22,42,.224,.308,.319,.627,-0.7
29,508,Luis Lopez,CIN,27,0,6,3,0,0,2,0,0,1,6,.222,.250,.333,.583,-0.4
30,,Aaron Holbert,CIN,27,3,6,3,0,0,2,1,0,3,8,.222,.290,.333,.624,-0.3
31,,Russ Johnson,NYY,18,5,4,2,0,0,0,0,0,1,4,.222,.300,.333,.633,-0.2
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Ken Harvey,KC,45,4,10,3,0,1,5,0,0,3,13,.222,.271,.356,.626,-0.3
34,,Brandon Backe,HOU,45,5,10,2,2,0,6,1,0,3,12,.222,.271,.356,.626,0.6
35,513,Steve Finley,LAA,406,41,90,20,3,12,54,8,4,26,71,.222,.271,.374,.645,-1.0
36,,Omar Infante,DET,406,36,90,28,2,9,43,8,0,16,73,.222,.254,.367,.621,0.2
37,515,Gary Bennett,WAS,199,11,44,7,0,1,21,0,1,21,37,.221,.298,.271,.569,-1.2
38,516,Sammy Sosa,BAL,380,39,84,15,1,14,45,1,1,39,84,.221,.295,.376,.671,-1.2
39,,Brad Eldred,PIT,190,23,42,9,0,12,27,1,1,13,77,.221,.279,.458,.737,-0.7
40,518,Jason Repko,LA,276,43,61,15,3,8,30,5,0,16,80,.221,.281,.384,.665,-0.1
41,519,Bret Boone,MIN/SEA,326,33,72,15,3,7,37,4,2,28,65,.221,.290,.350,.639,-2.3
42,520,Richard Hidalgo,TEX,308,43,68,12,0,16,43,1,2,26,74,.221,.289,.416,.705,0.4
0,521,Ray Olmedo,CIN,77,10,17,4,1,1,4,4,0,6,22,.221,.282,.338,.620,-0.6
1,522,Eric Bruntlett,HOU,109,19,24,5,2,4,14,7,2,10,25,.220,.292,.413,.705,0.5
2,523,Ryan Ludwick,CLE,41,8,9,0,0,4,5,0,1,7,13,.220,.333,.512,.846,0.0
3,524,JD Closser,COL,237,31,52,12,2,7,27,1,0,32,48,.219,.314,.376,.689,-0.4
4,525,Cristian Guzman,WAS,456,39,100,19,6,4,31,7,4,25,76,.219,.260,.314,.574,-1.6
5,526,Horacio Ramirez,ATL,73,4,16,3,0,0,2,0,0,1,17,.219,.230,.260,.490,0.2
6,527,Frank Thomas,CWS,105,19,23,3,0,12,26,0,0,16,31,.219,.315,.590,.905,0.4
7,,Scott Seabol,STL,105,11,23,5,0,1,10,0,0,8,23,.219,.272,.295,.567,-0.6
8,529,Jeffrey Hammonds,WAS,32,3,7,1,0,0,1,0,0,2,4,.219,.286,.250,.536,-0.3
9,,Omar Quintanilla,COL,128,16,28,1,1,0,7,2,1,9,15,.219,.270,.242,.512,-0.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,531,Koyie Hill,ARI,78,6,17,5,0,0,6,0,1,11,27,.218,.308,.282,.590,-0.2
12,,Justin Huber,KC,78,6,17,3,0,0,6,0,0,5,20,.218,.271,.256,.527,-1.0
13,533,Timo Perez,CWS,179,13,39,8,0,2,15,2,2,12,25,.218,.266,.296,.562,-1.3
14,534,Miguel Olivo,SEA/SD,267,30,58,11,1,9,34,7,2,8,80,.217,.246,.367,.613,-0.2
15,535,Todd Linden,SF,171,20,37,8,0,4,13,3,0,10,54,.216,.280,.333,.613,-0.4
16,536,Frank Menechino,TOR,148,22,32,7,0,4,13,0,1,25,33,.216,.352,.345,.697,0.8
17,537,Endy Chavez,WAS/PHI,116,19,25,4,3,0,11,2,2,7,14,.216,.260,.302,.562,-0.4
18,538,Andres Blanco,KC,79,6,17,0,1,0,5,0,1,0,5,.215,.220,.241,.460,-0.5
19,539,Corey Patterson,CHC,451,47,97,15,3,13,34,15,5,23,118,.215,.254,.348,.602,-1.3
20,540,Trent Durrington,MIL,14,3,3,1,0,0,2,5,2,1,3,.214,.267,.286,.552,-0.2
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Dustan Mohr,COL,266,34,57,10,3,17,38,1,2,23,94,.214,.280,.466,.746,-0.1
23,542,Ben Johnson,SD,75,10,16,8,1,3,13,0,2,11,23,.213,.310,.467,.777,0.1
24,543,Ramon Vazquez,BOS/CLE,85,7,18,5,0,0,5,0,0,5,17,.212,.256,.271,.526,-1.0
25,544,Marquis Grissom,SF,137,8,29,4,0,2,15,1,1,7,18,.212,.248,.285,.533,-2.3
26,545,Raul Mondesi,ATL,142,17,30,7,1,4,17,0,1,12,35,.211,.271,.359,.630,-0.4
27,546,Eddie Perez,ATL,38,3,8,2,0,2,6,0,0,1,5,.211,.231,.421,.652,0.0
28,,Jeff Baker,COL,38,6,8,4,0,1,4,0,0,5,12,.211,.302,.395,.697,-0.1
29,,Melky Cabrera,NYY,19,1,4,0,0,0,0,0,0,0,2,.211,.211,.211,.421,-0.5
30,549,Mark Bellhorn,BOS/NYY,300,43,63,20,0,8,30,3,0,52,112,.210,.324,.357,.681,0.3
31,550,Mike Rose,LA,43,2,9,2,0,1,1,0,0,3,6,.209,.261,.326,.586,-0.3
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,551,Paul McAnulty,SD,24,4,5,0,0,0,0,1,0,3,7,.208,.321,.208,.530,0.0
34,552,Alberto Castillo,KC/OAK,101,13,21,5,1,1,14,1,0,12,22,.208,.289,.307,.596,0.4
35,553,Einar Diaz,STL,130,14,27,6,0,1,17,0,0,5,12,.208,.248,.277,.525,-0.8
36,554,Jim Thome,PHI,193,26,40,7,0,7,30,0,0,45,59,.207,.360,.352,.712,0.1
37,555,Roger Clemens,HOU,58,2,12,2,0,0,4,0,0,5,18,.207,.281,.241,.523,0.4
38,,Jeff Suppan,STL,58,5,12,2,0,1,5,0,0,3,9,.207,.246,.293,.539,0.5
39,,Ken Huckaby,TOR,87,8,18,4,0,0,6,0,0,5,19,.207,.250,.253,.503,-0.3
40,558,Terry Tiffee,MIN,150,9,31,8,1,1,15,1,0,8,15,.207,.245,.293,.539,-1.4
41,559,Chad Moeller,MIL,199,23,41,9,1,7,23,0,0,13,48,.206,.257,.367,.624,-1.6
42,560,Russ Ortiz,ARI,34,1,7,1,0,0,1,0,0,3,9,.206,.270,.235,.506,0.2
0,561,Tom Glavine,NYM,64,2,13,0,0,0,3,0,0,2,13,.203,.227,.203,.430,0.2
1,562,Chris Magruder,MIL,138,16,28,9,0,2,13,3,0,7,33,.203,.265,.312,.576,-0.6
2,563,Chris Snyder,ARI,326,24,66,14,0,6,28,0,1,40,87,.202,.297,.301,.598,-0.4
3,564,David Newhan,BAL,218,31,44,9,0,5,21,9,2,22,45,.202,.279,.312,.591,-0.4
4,565,Matt Treanor,FLA,134,10,27,8,0,0,13,0,0,16,28,.201,.301,.261,.562,0.0
5,566,Wilson Valdez,SEA/SD,139,9,28,7,1,0,9,2,2,8,26,.201,.245,.266,.511,-0.2
6,567,Raul Casanova,CWS,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,-0.1
7,,John Thomson,ATL,25,2,5,2,0,0,2,0,0,2,12,.200,.259,.280,.539,0.2
8,,Dennys Reyes,SD,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,0.0
9,,John Halama,BOS/WAS,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Kazuhisa Ishii,NYM,25,1,5,0,0,0,2,0,0,1,12,.200,.231,.200,.431,0.1
12,,Wes Obermueller,MIL,15,1,3,1,1,0,0,0,0,0,2,.200,.200,.400,.600,0.1
13,,Nate Bump,FLA,5,1,1,0,0,0,0,0,0,0,4,.200,.200,.200,.400,0.0
14,,Edwin Jackson,LA,10,0,2,0,0,0,1,0,0,1,2,.200,.273,.200,.473,0.0
15,,Napoleon Calzado,BAL,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,-0.1
16,,Adam Shabala,SF,15,1,3,0,0,0,4,0,0,1,5,.200,.235,.200,.435,-0.1
17,,Conor Jackson,ARI,85,8,17,3,0,2,8,0,0,12,11,.200,.303,.306,.609,-1.2
18,,Kyle Davies,ATL,15,0,3,0,0,0,4,0,0,2,3,.200,.278,.200,.478,0.1
19,,Brian Myrow,LA,20,2,4,1,0,0,0,0,0,5,8,.200,.360,.250,.610,0.0
20,,Nelson Cruz,MIL,5,1,1,1,0,0,0,0,0,2,0,.200,.429,.400,.829,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Todd Self,HOU,45,7,9,2,0,1,4,0,0,3,9,.200,.250,.311,.561,-0.5
23,,Keith Reed,BAL,5,1,1,0,0,0,1,0,0,1,2,.200,.333,.200,.533,-0.1
24,,Kevin Hooper,DET,5,0,1,0,0,0,0,0,0,0,1,.200,.200,.200,.400,-0.1
25,,Alejandro Machado,BOS,5,4,1,1,0,0,0,0,0,1,1,.200,.333,.400,.733,0.2
26,,Chris Duncan,STL,10,2,2,1,0,1,3,0,0,0,5,.200,.200,.600,.800,0.0
27,,Chris Heintz,MIN,25,1,5,3,0,0,2,0,0,1,6,.200,.231,.320,.551,-0.1
28,,Mike Esposito,COL,5,0,1,0,0,0,0,0,0,0,0,.200,.200,.200,.400,0.0
29,588,Vance Wilson,DET,152,18,30,4,0,3,19,0,0,11,26,.197,.275,.283,.558,0.1
30,589,Pat Borders,SEA,117,12,23,5,0,1,7,0,0,4,22,.197,.228,.265,.493,-0.5
31,590,Jeff Liefer,CLE,56,5,11,2,0,1,8,0,0,1,15,.196,.211,.286,.496,-0.4
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,591,Marcus Thames,DET,107,11,21,2,0,7,16,0,0,9,38,.196,.263,.411,.674,-0.7
34,592,Charles Johnson,TB,46,5,9,4,0,0,5,0,0,9,11,.196,.327,.283,.610,0.1
35,593,Adam Hyzdu,BOS/SD,36,2,7,2,0,0,4,1,0,5,7,.194,.286,.250,.536,-0.2
36,,Guillermo Quiroz,TOR,36,3,7,2,0,0,4,0,0,2,13,.194,.256,.250,.506,-0.2
37,595,Corey Hart,MIL,57,9,11,2,1,2,7,2,0,6,11,.193,.270,.368,.638,-0.2
38,596,Josh Bard,CLE,83,6,16,4,0,1,9,0,0,9,11,.193,.266,.277,.543,-0.2
39,597,J.J. Furmaniak,PIT,26,3,5,1,1,0,1,0,0,4,4,.192,.300,.308,.608,0.1
40,598,Geronimo Gil,BAL,125,7,24,3,0,4,17,0,0,5,23,.192,.220,.312,.532,0.3
41,599,Jason Smith,DET,58,4,11,1,2,0,2,2,1,0,16,.190,.203,.276,.479,-0.3
42,600,Josh Paul,LAA,37,4,7,1,0,2,4,0,0,2,9,.189,.231,.378,.609,0.1
0,601,Matt Kata,PHI/ARI,37,7,7,2,1,0,0,0,1,5,6,.189,.286,.297,.583,-0.2
1,602,Jake Peavy,SD,53,5,10,1,0,0,2,0,0,4,16,.189,.259,.208,.466,0.3
2,603,Alexis Gomez,DET,16,2,3,0,0,0,1,0,0,2,2,.188,.278,.188,.465,-0.4
3,,Matt Watson,OAK,48,4,9,3,0,0,5,0,0,2,4,.188,.220,.250,.470,-0.4
4,,Luke Scott,HOU,80,6,15,4,2,0,4,1,1,9,23,.188,.270,.288,.557,-0.5
5,606,Eric Valent,NYM,43,4,8,3,0,0,1,0,0,7,17,.186,.300,.256,.556,-0.5
6,607,Dan Wilson,SEA,27,2,5,0,0,0,2,0,1,0,10,.185,.214,.185,.399,-0.3
7,,Humberto Quintero,HOU,54,6,10,1,0,1,8,0,0,1,10,.185,.200,.259,.459,-0.5
8,609,Kris Benson,NYM,49,4,9,1,0,0,6,0,0,5,22,.184,.273,.204,.477,0.3
9,610,Charles Gipson,HOU,11,2,2,1,0,0,1,1,1,1,3,.182,.250,.273,.523,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Reggie Taylor,TB,22,2,4,2,0,0,1,2,0,2,7,.182,.250,.273,.523,-0.1
12,,Oliver Perez,PIT,33,1,6,0,0,0,3,1,0,1,11,.182,.200,.182,.382,0.1
13,,Zach Day,WAS/COL,11,1,2,0,0,0,0,0,0,0,3,.182,.182,.182,.364,-0.1
14,614,Eli Marrero,BAL/KC,138,19,25,7,2,7,19,1,0,11,38,.181,.239,.413,.652,-0.9
15,615,Brayan Pena,ATL,39,2,7,2,0,0,4,0,0,1,7,.179,.200,.231,.431,-0.7
16,616,Roy Oswalt,HOU,73,1,13,0,0,0,2,0,0,2,19,.178,.211,.178,.389,0.1
17,617,Tony Blanco,WAS,62,7,11,3,0,1,7,1,0,2,19,.177,.215,.274,.490,-0.9
18,618,Paul Wilson,CIN,17,1,3,0,0,0,1,0,0,0,11,.176,.176,.176,.353,0.0
19,,Brian Anderson,CWS,34,3,6,1,0,2,3,1,0,0,12,.176,.176,.382,.559,0.1
20,620,Brandon Watson,WAS,40,8,7,1,1,1,5,0,2,4,8,.175,.250,.325,.575,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,621,Adam Eaton,SD,46,2,8,0,1,0,2,0,1,3,18,.174,.224,.217,.442,0.2
23,622,Dave Hansen,SEA,75,5,13,0,0,2,11,1,0,9,19,.173,.256,.253,.509,-0.2
24,623,Pete Laforest,TB,64,5,11,3,0,1,4,0,1,6,23,.172,.243,.266,.508,-0.2
25,624,Raul Chavez,HOU,99,6,17,3,0,2,6,1,0,4,18,.172,.210,.263,.472,-0.6
26,625,Greg Maddux,CHC,76,4,13,0,0,1,5,1,0,0,15,.171,.171,.211,.382,0.2
27,626,Jose Valentin,LA,147,17,25,4,2,2,14,3,1,31,38,.170,.326,.265,.591,-0.3
28,627,Chris Capuano,MIL,71,5,12,3,0,0,9,0,0,2,33,.169,.189,.211,.400,0.0
29,628,Kirk Rueter,SF,30,1,5,1,0,0,1,0,0,1,2,.167,.194,.200,.394,0.0
30,,Jesse Garcia,SD,36,4,6,0,0,2,4,0,0,3,11,.167,.231,.333,.564,-0.1
31,,Eric Munson,TB,18,2,3,1,0,0,2,0,0,4,3,.167,.333,.222,.556,-0.3
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Johan Santana,MIN,6,1,1,0,0,0,0,0,0,0,0,.167,.167,.167,.333,-0.1
34,,Ross Gload,CWS,42,2,7,2,0,0,5,0,0,2,9,.167,.205,.214,.419,-0.4
35,,Aaron Cook,COL,30,3,5,0,1,0,0,0,0,1,12,.167,.194,.233,.427,0.0
36,,Alfredo Amézaga,PIT/COL,6,2,1,0,0,0,0,1,0,1,0,.167,.286,.167,.452,-0.1
37,,Marshall McDougall,TEX,18,3,3,1,0,0,0,0,0,0,10,.167,.167,.222,.389,-0.3
38,,Zach Sorensen,LAA,12,3,2,1,0,0,0,0,0,0,2,.167,.167,.250,.417,0.0
39,,Geoff Geary,PHI,6,0,1,0,0,0,0,0,0,0,4,.167,.167,.167,.333,0.0
40,,Brad Thompson,STL,6,0,1,0,0,0,0,0,0,0,2,.167,.167,.167,.333,0.1
41,,Joe Dillon,FLA,36,6,6,1,0,1,1,0,0,1,8,.167,.211,.278,.488,-0.1
42,,Clay Hensley,SD,6,0,1,1,0,0,0,0,0,0,3,.167,.167,.333,.500,0.0
0,641,John Flaherty,NYY,127,10,21,5,0,2,11,0,0,6,26,.165,.206,.252,.458,-0.5
1,642,Brett Tomko,SF,55,3,9,1,0,0,5,0,0,2,22,.164,.193,.182,.375,0.0
2,643,Esteban Loaiza,WAS,74,3,12,2,0,0,4,0,1,0,23,.162,.162,.189,.351,-0.3
3,644,Kevin Cash,TB,31,4,5,1,0,2,2,0,0,1,13,.161,.212,.387,.599,0.0
4,645,Jason Grabowski,LA,112,14,18,0,0,4,12,1,0,10,29,.161,.228,.268,.495,-1.1
5,646,Keith Ginter,OAK,137,12,22,5,0,3,25,0,0,13,25,.161,.234,.263,.497,-0.9
6,647,Brad Penny,LA,50,1,8,3,0,0,3,0,0,1,17,.160,.192,.220,.412,0.1
7,,Cody Ross,LA,25,1,4,1,0,0,1,0,0,1,10,.160,.192,.200,.392,-0.2
8,649,Robert Andino,FLA,44,4,7,4,0,0,1,1,0,5,8,.159,.245,.250,.495,-0.7
9,650,Roger Cedeno,STL,57,4,9,1,0,0,8,0,2,2,6,.158,.197,.175,.372,-1.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Kip Wells,PIT,57,4,9,1,0,1,2,0,0,0,26,.158,.172,.228,.400,0.1
12,,Jason Jennings,COL,38,0,6,1,0,0,1,0,0,2,12,.158,.200,.184,.384,-0.1
13,,Andres Torres,TEX,19,2,3,1,0,0,1,1,0,1,6,.158,.190,.211,.401,-0.1
14,654,Mike Mahoney,STL,64,5,10,1,0,1,6,0,0,4,10,.156,.217,.219,.436,-0.4
15,655,Donnie Murphy,KC,77,4,12,5,0,1,8,0,1,9,23,.156,.241,.260,.501,-1.1
16,656,Scott Erickson,LA,13,0,2,0,0,0,0,0,0,0,5,.154,.154,.154,.308,0.0
17,,Ismael Valdez,FLA,13,0,2,0,0,0,0,0,0,0,2,.154,.154,.154,.308,0.1
18,,Derek Lowe,LA,65,3,10,2,0,0,4,1,0,2,17,.154,.179,.185,.364,0.2
19,,Randy Wolf,PHI,26,2,4,2,0,0,1,0,0,1,8,.154,.185,.231,.416,0.0
20,,Brett Myers,PHI,65,1,10,1,0,0,5,0,0,4,19,.154,.203,.169,.372,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Ryan Theriot,CHC,13,3,2,1,0,0,0,0,0,1,2,.154,.214,.231,.445,0.1
23,662,Josh Beckett,FLA,59,5,9,3,0,1,6,0,0,7,17,.153,.239,.254,.493,0.3
24,663,Woody Williams,SD,46,3,7,0,0,0,3,1,0,0,19,.152,.149,.152,.301,0.0
25,664,Shawn Chacon,NYY/COL,20,0,3,0,0,0,1,0,0,2,8,.150,.227,.150,.377,-0.1
26,,Andy Phillips,NYY,40,7,6,4,0,1,4,0,0,1,13,.150,.171,.325,.496,-0.1
27,,Wandy Rodriguez,HOU,40,3,6,0,0,0,1,0,0,2,16,.150,.190,.150,.340,0.0
28,667,Calvin Pickering,KC,27,4,4,0,0,1,3,0,0,3,14,.148,.226,.259,.485,-0.2
29,668,John Smoltz,ATL,68,1,10,2,1,0,3,0,0,3,26,.147,.183,.206,.389,0.0
30,,A.J. Burnett,FLA,68,3,10,2,2,1,2,0,0,1,34,.147,.171,.279,.451,0.2
31,,Miguel Ojeda,SEA/SD,102,8,15,3,1,1,9,1,2,15,24,.147,.256,.225,.482,-0.9
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,671,Glendon Rusch,CHC,41,2,6,2,0,0,0,0,0,1,9,.146,.186,.195,.381,0.0
34,,Vicente Padilla,PHI,41,2,6,1,1,0,4,0,0,5,24,.146,.239,.220,.459,0.2
35,673,Jamey Wright,COL,55,2,8,1,0,0,3,0,0,1,21,.145,.161,.164,.324,-0.1
36,674,Mark Mulder,STL,62,3,9,0,0,0,3,0,0,3,25,.145,.182,.145,.327,-0.1
37,675,David Wells,BOS,7,1,1,0,0,0,1,0,0,0,2,.143,.143,.143,.286,0.1
38,,Scott McClain,CHC,14,1,2,1,0,0,1,0,0,2,2,.143,.250,.214,.464,-0.2
39,,Eric Milton,CIN,56,7,8,1,0,2,4,0,0,3,25,.143,.186,.268,.454,0.2
40,,Barry Zito,OAK,7,0,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,0.0
41,,Jon Rauch,WAS,7,1,1,0,0,0,1,0,0,0,5,.143,.143,.143,.286,0.0
42,,Mark Hendrickson,TB,7,1,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,0.0
0,681,Matt Belisle,CIN,7,0,1,0,0,0,0,0,0,0,3,.143,.143,.143,.286,0.0
1,,Jose Bautista,PIT,28,3,4,1,0,0,1,1,0,3,7,.143,.226,.179,.404,-0.3
2,,Brian Dallimore,SF,7,1,1,1,0,0,0,0,0,0,0,.143,.143,.286,.429,-0.1
3,,Zach Duke,PIT,28,1,4,0,0,0,1,0,0,2,10,.143,.194,.143,.336,0.0
4,,Ezequiel Astacio,HOU,21,0,3,0,0,0,0,0,0,0,12,.143,.143,.143,.286,-0.1
5,,Tony Giarratano,DET,42,4,6,0,0,1,4,1,0,5,7,.143,.234,.214,.448,-0.3
6,,Eude Brito,PHI,7,1,1,0,0,0,0,0,0,0,2,.143,.143,.143,.286,0.0
7,688,Andy Marte,ATL,57,3,8,2,1,0,4,0,1,7,13,.140,.227,.211,.438,-1.4
8,689,Tim Hudson,ATL,65,2,9,2,1,0,6,0,0,3,26,.138,.176,.200,.376,-0.1
9,690,Doug Davis,MIL,73,2,10,3,1,0,3,0,0,1,34,.137,.149,.205,.354,-0.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,691,Enrique Wilson,CHC,22,1,3,2,0,0,0,0,0,3,1,.136,.240,.227,.467,-0.3
12,,Daniel Ortmeier,SF,22,1,3,0,0,0,1,1,0,3,5,.136,.269,.136,.406,-0.3
13,693,Paul Maholm,PIT,15,1,2,0,0,0,0,0,0,1,6,.133,.188,.133,.321,-0.1
14,694,Victor Zambrano,NYM,53,2,7,0,1,0,2,0,0,0,22,.132,.132,.170,.302,-0.2
15,695,William Bergolla,CIN,38,3,5,0,0,0,1,0,0,0,10,.132,.132,.132,.263,-0.4
16,696,Norihiro Nakamura,LA,39,1,5,2,0,0,3,0,0,2,7,.128,.171,.179,.350,-0.8
17,697,Tony Armas,WAS,32,1,4,0,0,0,0,0,0,1,13,.125,.152,.125,.277,0.0
18,,Jose Acevedo,COL,8,0,1,0,0,0,0,0,0,1,6,.125,.300,.125,.425,0.0
19,,Ramon Santiago,SEA,8,2,1,0,0,0,0,0,0,1,2,.125,.417,.125,.542,0.0
20,,Tim Stauffer,SD,24,1,3,1,0,0,1,0,0,0,10,.125,.125,.167,.292,-0.1
