,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Hideo Nomo,DET,6,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
12,,Jose Parra,PIT,0,0,0,0,0,0,0,0,0,2,0,.000,1.000,.000,1.000,0.1
13,,Doug Bochtler,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
14,,Ugueth Urbina,MON,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
15,,Felix Rodriguez,SF,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.1
16,,Chris Nichting,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
17,,Mariano Rivera,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Tim Unroe,ATL,5,0,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,-0.1
19,,C.J. Nitkowski,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
20,,Pete Walker,COL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Bill Pulsipher,NYM,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
23,,Matt Mantei,ARI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
24,,Tim Crabtree,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Ariel Prieto,OAK,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
26,,Jason Isringhausen,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Mike Hubbard,ATL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
28,,Jeff Suppan,KC,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
29,,Matt Karchner,CHC,0,0,0,0,0,0,0,0,0,1,0,.000,1.000,.000,1.000,0.1
30,,Mike Sirotka,CWS,4,0,0,0,0,0,0,0,0,1,2,.000,.200,.000,.200,0.0
31,,Jamie Brewington,CLE,1,1,0,0,0,0,0,0,0,1,0,.000,.500,.000,.500,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,T.J. Mathews,OAK,0,0,0,0,0,0,0,0,0,1,0,.000,1.000,.000,1.000,0.0
34,,Giovanni Carrara,COL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
35,,Terry Adams,LA,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
36,,Bill Simas,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
37,,Jim Bruske,MIL,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Marc Valdes,HOU,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
39,,Donne Wall,SD,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
40,,Jim Mecir,OAK/TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Dennis Springer,NYM,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.1
42,,Jay Powell,HOU,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
0,961,Billy Wagner,HOU,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
1,,Chris Seelbach,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
2,,Doug Creek,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,Steve L. Montgomery,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
4,,Brooks Kieschnick,,12,0,0,0,0,0,0,0,0,1,5,.000,.077,.000,.077,-0.3
5,,Paul Wilson,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Kimera Bartee,CIN,4,2,0,0,0,0,0,1,0,0,2,.000,.200,.000,.200,0.0
7,,Rodney Myers,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Jose Paniagua,SEA,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
9,,Amaury Telemaco,PHI,4,0,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Ramiro Mendoza,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
12,,Jose Rosado,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
13,,Al Levine,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
14,,Mike Holtz,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
15,,Danny Patterson,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
16,,Felix Heredia,CHC,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
17,,Jason Dickson,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Travis Miller,MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
19,,Trever Miller,LA/PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
20,,Calvin Maduro,BAL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Rich Loiselle,PIT,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
23,,Mike Fyhrie,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
24,,Andy Larkin,KC/CIN,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
25,,Brian Moehler,DET,4,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-0.1
26,,Shigetoshi Hasegawa,ANA,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Tom Martin,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
28,,Julio Santana,MON,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
29,,Ricardo Rincon,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
30,,Brad Rigby,KC/MON,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
31,,Bartolo Colon,CLE,5,0,0,0,0,0,0,0,0,0,5,.000,.000,.000,.000,-0.1
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Chris Carpenter,TOR,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
34,,Steve Kline,MON,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
35,,Ryan McGuire,NYM,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0.0
36,,Everett Stull,MIL,9,0,0,0,0,0,0,0,0,1,9,.000,.100,.000,.100,-0.1
37,,Matt Whisenant,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Derek Lowe,BOS,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
39,,Mike DeJean,COL,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
40,,Rob Stanifer,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Allen McDill,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Keith Foulke,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
0,1001,Rigo Beltran,COL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
1,,Brett Tomko,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
2,,Matt Perisho,TEX,4,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
3,,Jose Santiago,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
4,,Todd Erdos,NYY/SD,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,Wayne Gomes,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Mario Valdez,OAK,12,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.4
7,,Antonio Alfonseca,FLA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Jaret Wright,CLE,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
9,,Kelvim Escobar,TOR,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Dennys Reyes,CIN,2,0,0,0,0,0,0,0,0,1,1,.000,.333,.000,.333,0.0
12,,Jose Cabrera,HOU,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
13,,Lorenzo Barcelo,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
14,,Nelson Cruz,DET,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
15,,Scott Eyre,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
16,,Manny Aybar,CIN/COL/FLA,6,1,0,0,0,0,0,0,0,2,3,.000,.250,.000,.250,0.0
17,,Kerry Ligtenberg,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Jeff Wallace,PIT,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
19,,Jason Johnson,BAL,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
20,,Sean Lowe,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Carlos Almanzar,SD,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
23,,Scott Winchester,CIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
24,,Eric Milton,MIN,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Sean Runyan,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
26,,Braden Looper,FLA,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
27,,Keith Glauber,CIN,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
28,,Mike Buddie,MIL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
29,,Sidney Ponson,BAL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
30,,John Rocker,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
31,,Jason Rakers,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Blake Stein,KC,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
34,,Jim Parque,CWS,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.1
35,,Eric Weaver,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Orlando Hernandez,NYY,9,0,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-0.2
37,,Mendy Lopez,FLA,3,0,0,0,0,0,0,0,0,1,1,.000,.250,.000,.250,0.0
38,,Bob Howry,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
39,,Matt Anderson,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
40,,Jeff Tam,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Bryan Ward,ANA/PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Mark Brownson,PHI,0,0,0,0,0,0,0,0,0,1,0,.000,1.000,.000,1.000,0.1
0,1041,Valerio De Los Santos,MIL,6,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
1,,Chad Bradford,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
2,,Rafael Roque,MIL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,Vance Wilson,NYM,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
4,,Dan Smith,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,Tim Byrdak,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Ben Ford,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
7,,Jay Tessmer,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Kirk Bullinger,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
9,,Tim Young,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Brian Cooper,ANA,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.1
12,,Chris Fussell,KC,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
13,,Roy Halladay,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
14,,Brian Sikorski,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
15,,Mike Duvall,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
16,,Jonathan Johnson,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
17,,Darrell Einertson,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Mike Matthews,STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
19,,Masao Kida,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
20,,Alan Newman,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Kevin Beirne,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
23,,Tom Davey,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
24,,Onan Masaoka,LA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Mike Lincoln,MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
26,,Scott Sauerbeck,PIT,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Brett Hinchliffe,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
28,,Pete Munro,TOR,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
29,,Kevin McGlinchy,ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
30,,Jeff Weaver,DET,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
31,,Jeff Zimmerman,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Mike Venafro,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
34,,Gabe Molina,BAL/ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
35,,Guillermo Mota,MON,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Ryan Rupe,TB,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
37,,Sean Spencer,MON,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Billy Koch,TOR,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
39,,Ted Lilly,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
40,,Ryan Glynn,TEX,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
41,,Ray King,MIL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Dave Lee,COL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
0,1081,Carlos Ed. Hernandez,SEA,1,0,0,0,0,0,0,0,1,0,1,.000,.000,.000,.000,-0.1
1,,Byung-Hyun Kim,ARI,3,0,0,0,0,0,0,0,0,1,2,.000,.250,.000,.250,0.0
2,,Dan Kolb,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,Tim Hudson,OAK,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-0.1
4,,Brett Laxton,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,Steve Schrenk,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Gil Meche,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
7,,Dan Reichert,KC,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Ed Yarnall,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
9,,Dave Borkowski,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Steve Rain,CHC,2,0,0,0,0,0,0,0,0,1,2,.000,.333,.000,.333,0.0
12,,Tomo Ohka,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
13,,Mark Redman,MIN,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.1
14,,Aaron Myette,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
15,,Jeff Sparks,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
16,,Luis Vizcaino,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
17,,B.J. Ryan,BAL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
18,,Armando Almanza,FLA,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
19,,Doug Davis,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
20,,Francisco Cordero,TEX,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Kip Wells,CWS,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
23,,Trent Durrington,ANA,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.2
24,,Jesus Pena,BOS/CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Dan Murray,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
26,,Lou Pote,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
27,,Scott Strickland,MON,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
28,,Ramon Ortiz,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
29,,Jay Ryan,MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
30,,Buddy Carlyle,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
31,,Rob Ramsay,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Vernon Wells,TOR,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-0.1
34,,Luther Hackman,STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
35,,Sean DePaula,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Dan Wheeler,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
37,,Juan Alvarez,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
38,,Cole Liniak,CHC,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
39,,Jim Brower,CLE,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
40,,Jason Boyd,PHI,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Erik Hiljus,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
42,,Domingo Guzman,SD,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
0,1121,Jeff Williams,LA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
1,,J.C. Romero,MIN,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
2,,Jim Morris,TB,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,John Bale,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
4,,Chad Durbin,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,Willie Martinez,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,Kazuhiro Sasaki,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
7,,Sang-Hoon Lee,BOS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
8,,Mark Mulder,OAK,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-0.1
9,,Barry Zito,OAK,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Jon Garland,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
12,,Luis Rivera,BAL/ATL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
13,,Eric Munson,DET,5,0,0,0,0,0,1,0,0,0,1,.000,.000,.000,.000,-0.2
14,,Derrick Turnbow,ANA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
15,,Grant Roberts,NYM,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
16,,Danny Young,CHC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
17,,Hector Mercado,CIN,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
18,,Gene Stechschulte,STL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
19,,Mark J. Johnson,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
20,,Kelly Wunsch,CWS,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Johan Santana,MIN,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
23,,Matt Blank,MON,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
24,,Ben Weber,ANA/SF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
25,,Matt T. Williams,MIL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
26,,Clayton Andrews,TOR,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
27,,Kevin Hodges,SEA,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
28,,Joe Strong,FLA,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
29,,Brandon Kolb,SD,1,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.1
30,,Jose Rodriguez,STL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
31,,Mark Watson,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Darwin Cubillan,TEX/TOR,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
34,,Brandon Villafuerte,DET,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
35,,Tim Drew,CLE,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
36,,Raul Gonzalez,CHC,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-0.1
37,,Seth Etherton,ANA,2,1,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,0.0
38,,Jim Mann,NYM,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
39,,Matt Skrmetta,MON/PIT,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
40,,Jeff M. D'Amico,KC,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
41,,Jason Marquis,ATL,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.1
42,,Josh Phelps,TOR,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
0,1161,Kane Davis,CLE/MIL,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0.0
1,,Allen Levrault,MIL,3,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0.0
2,,David Moraga,MON/COL,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
3,,Matt DeWitt,TOR,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
4,,Jake Westbrook,NYY,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
5,,Scott Forster,MON,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0
6,,David Coggin,PHI,7,0,0,0,0,0,0,0,0,0,4,.000,.000,.000,.000,-0.1
