,HOME,AWAY,YEAR,SCORE
8542,FLA,PIT,1997,3
8543,BAL,ANA,1997,4
8546,CLE,TEX,1997,1
8548,NYY,MIN,1997,5
8549,TOR,DET,1997,1
8552,STL,ATL,1997,1
8555,COL,NYM,1997,1
8557,BAL,ANA,1997,3
8558,BOS,MIN,1997,8
8560,CLE,TOR,1997,6
8561,DET,KC,1997,9
8562,MIL,OAK,1997,1
8563,NYY,TEX,1997,3
8565,LAD,CIN,1997,2
8566,STL,PHI,1997,7
8567,SD,CHC,1997,3
8571,BAL,SEA,1997,10
8573,CWS,OAK,1997,4
8576,NYY,TEX,1997,1
8577,HOU,NYM,1997,2
8578,STL,PHI,1997,4
8581,FLA,ATL,1997,4
8584,CWS,OAK,1997,1
8586,MIL,ANA,1997,1
8589,LAD,MON,1997,4
8590,PHI,COL,1997,2
8591,PIT,ATL,1997,9
8595,FLA,HOU,1997,1
8598,CWS,OAK,1997,1
8599,DET,CLE,1997,6
8600,MIL,ANA,1997,1
8602,NYY,KC,1997,3
8603,LAD,MON,1997,1
8604,PHI,COL,1997,1
8607,SD,CIN,1997,3
8608,SF,CHC,1997,2
8610,BAL,SEA,1997,4
8612,CWS,OAK,1997,3
8613,DET,CLE,1997,8
8614,MIL,ANA,1997,3
8616,NYY,KC,1997,1
8618,PHI,COL,1997,2
8621,SD,CIN,1997,1
8622,SF,CHC,1997,6
8623,FLA,HOU,1997,3
8624,ANA,CWS,1997,8
8625,MIL,SEA,1997,1
8626,MIN,TOR,1997,10
8628,TEX,CLE,1997,2
8631,FLA,HOU,1997,7
8632,ANA,CWS,1997,1
8633,DET,TOR,1997,4
8634,KC,BOS,1997,9
8640,CHC,LAD,1997,1
8642,MON,SD,1997,4
8643,NYM,HOU,1997,1
8644,PHI,STL,1997,1
8645,ANA,BAL,1997,1
8647,KC,BOS,1997,4
8649,OAK,MIL,1997,3
8650,SEA,CWS,1997,2
8651,TEX,CLE,1997,1
8655,MON,SD,1997,2
8658,PIT,COL,1997,5
8659,ANA,BAL,1997,1
8660,KC,DET,1997,1
8661,OAK,MIL,1997,1
8664,CHC,SD,1997,6
8666,MON,SF,1997,1
8667,PIT,COL,1997,1
8668,ANA,MIL,1997,4
8670,MIN,BOS,1997,6
8673,TEX,NYY,1997,6
8674,TOR,CLE,1997,3
8675,ATL,STL,1997,1
8676,CHC,SD,1997,9
8677,CIN,LAD,1997,2
8678,MON,SF,1997,1
8682,ANA,MIL,1997,1
8689,ATL,STL,1997,5
8693,NYM,COL,1997,2
8694,PHI,HOU,1997,2
8696,ANA,MIL,1997,1
8698,MIN,BOS,1997,2
8701,TEX,NYY,1997,2
8703,ATL,STL,1997,4
8704,CHC,SF,1997,2
8705,CIN,SD,1997,5
8706,MON,LAD,1997,3
8707,NYM,COL,1997,6
8708,PHI,HOU,1997,2
8711,ATL,STL,1997,4
8712,CHC,SF,1997,11
8714,MON,LAD,1997,1
8715,NYM,COL,1997,1
8717,BAL,DET,1997,1
8718,ANA,SEA,1997,2
8719,CWS,BOS,1997,9
8720,CLE,KC,1997,1
8723,TEX,OAK,1997,5
8724,ATL,MON,1997,2
8727,STL,PIT,1997,2
8728,SD,LAD,1997,4
8729,SF,COL,1997,3
8730,FLA,NYM,1997,1
8731,BAL,DET,1997,2
8732,ANA,SEA,1997,15
8733,CWS,BOS,1997,5
8734,CLE,KC,1997,1
8735,MIL,MIN,1997,1
8738,ATL,MON,1997,1
8739,CHC,PHI,1997,7
8740,HOU,CIN,1997,1
8742,SD,LAD,1997,1
8745,CLE,KC,1997,8
8747,TEX,OAK,1997,3
8750,SD,LAD,1997,3
8751,SF,COL,1997,5
8753,CLE,BAL,1997,5
8754,DET,TEX,1997,6
8761,MON,PIT,1997,3
8762,PHI,NYM,1997,1
8763,SD,FLA,1997,3
8764,SF,STL,1997,2
8765,COL,HOU,1997,1
8766,CWS,MIL,1997,2
8769,KC,SEA,1997,6
8770,MIN,OAK,1997,3
8771,NYY,BOS,1997,2
8773,CIN,CHC,1997,3
8774,LAD,ATL,1997,7
8775,MON,PIT,1997,4
8781,CLE,BAL,1997,1
8782,DET,TEX,1997,8
8783,KC,SEA,1997,1
8784,MIN,OAK,1997,1
8786,TOR,ANA,1997,1
8787,CIN,CHC,1997,2
8788,LAD,ATL,1997,2
8793,COL,HOU,1997,3
8794,BOS,MIL,1997,1
8796,DET,ANA,1997,6
8800,TOR,TEX,1997,7
8801,LAD,FLA,1997,2
8805,SF,HOU,1997,1
8806,COL,STL,1997,2
8807,CIN,PHI,1997,3
8808,CIN,PHI,1997,4
8809,BOS,MIL,1997,1
8810,CWS,CLE,1997,6
8811,DET,ANA,1997,4
8813,MIN,SEA,1997,1
8818,MON,NYM,1997,1
8821,SF,HOU,1997,1
8823,BOS,CWS,1997,2
8826,MIN,MIL,1997,2
8828,SEA,TEX,1997,5
8830,CIN,PHI,1997,2
8832,PIT,CHC,1997,3
8841,CHC,CIN,1997,1
8842,HOU,SD,1997,4
8843,STL,LAD,1997,2
8845,BAL,CLE,1997,3
8846,BOS,NYY,1997,6
8848,MIL,CWS,1997,5
8849,OAK,TOR,1997,5
8852,ATL,SF,1997,1
8855,NYM,PHI,1997,4
8856,PIT,MON,1997,8
8857,STL,LAD,1997,1
8858,FLA,COL,1997,1
8859,BAL,CLE,1997,3
8861,ANA,MIN,1997,2
8862,MIL,CWS,1997,1
8865,TEX,KC,1997,2
8867,CHC,CIN,1997,3
8869,NYM,PHI,1997,7
8871,STL,LAD,1997,3
8873,BAL,NYY,1997,2
8876,MIL,BOS,1997,2
8877,OAK,DET,1997,1
8878,SEA,TOR,1997,3
8882,HOU,LAD,1997,1
8883,NYM,MON,1997,1
8885,STL,COL,1997,11
8887,BAL,NYY,1997,2
8888,ANA,KC,1997,4
8890,MIL,BOS,1997,2
8892,LAD,SF,1997,4
8898,CLE,CWS,1997,1
8904,CIN,HOU,1997,1
8907,NYM,FLA,1997,6
8908,PHI,CHC,1997,1
8909,PIT,STL,1997,6
8910,COL,SD,1997,2
8911,BOS,CLE,1997,6
8914,KC,TEX,1997,2
8916,NYY,MIL,1997,2
8920,MON,CHC,1997,1
8923,SF,ATL,1997,2
8924,COL,FLA,1997,5
8929,LAD,HOU,1997,5
8930,MON,CHC,1997,1
8932,SF,FLA,1997,3
8933,COL,ATL,1997,5
8934,CLE,MIL,1997,1
8935,DET,OAK,1997,2
8937,MIN,TEX,1997,9
8938,NYY,CWS,1997,11
8939,TOR,SEA,1997,5
8941,CIN,PIT,1997,3
8943,MON,PHI,1997,3
8944,SD,STL,1997,1
8949,BOS,BAL,1997,9
8950,CLE,MIL,1997,1
8951,DET,OAK,1997,2
8952,KC,ANA,1997,5
8954,NYY,CWS,1997,2
8956,CHC,NYM,1997,1
8957,CIN,PIT,1997,1
8958,LAD,HOU,1997,5
8959,MON,PHI,1997,1
8962,COL,ATL,1997,3
8963,BOS,BAL,1997,4
8964,ANA,SD,1997,4
8966,OAK,LAD,1997,1
8967,SEA,COL,1997,1
8971,SEA,COL,1997,5
8972,TEX,SF,1997,1
8977,MON,DET,1997,1
8979,PHI,TOR,1997,1
8980,PIT,KC,1997,2
8982,FLA,NYY,1997,1
8985,SEA,LAD,1997,1
8986,TEX,SD,1997,2
8988,CHC,MIL,1997,4
8989,CIN,CWS,1997,4
8991,MON,DET,1997,1
8992,NYM,BOS,1997,3
8997,STL,CLE,1997,3
8999,OAK,COL,1997,3
9000,SEA,LAD,1997,6
9001,TEX,SD,1997,3
9003,CHC,MIL,1997,1
9005,HOU,MIN,1997,1
9006,MON,DET,1997,8
9012,FLA,NYY,1997,1
9014,BOS,PHI,1997,1
9018,KC,HOU,1997,3
9019,MIL,STL,1997,1
9023,BAL,MON,1997,1
9024,BOS,PHI,1997,6
9025,CWS,CHC,1997,2
9026,CLE,CIN,1997,4
9029,MIL,STL,1997,1
9030,MIN,PIT,1997,12
9031,NYY,NYM,1997,3
9033,LAD,ANA,1997,1
9035,SF,SEA,1997,1
9038,BOS,PHI,1997,2
9039,CWS,CHC,1997,3
9041,DET,FLA,1997,4
9042,KC,HOU,1997,4
9043,MIL,STL,1997,4
9044,MIN,PIT,1997,6
9045,NYY,NYM,1997,1
9046,TOR,ATL,1997,2
9047,LAD,ANA,1997,2
9049,SF,SEA,1997,2
9050,COL,TEX,1997,1
9051,ANA,OAK,1997,1
9053,NYM,PIT,1997,1
9055,SF,LAD,1997,3
9056,ANA,OAK,1997,3
9059,DET,BOS,1997,6
9060,MIL,KC,1997,2
9062,TOR,BAL,1997,3
9063,HOU,CHC,1997,4
9065,NYM,PIT,1997,1
9068,SD,COL,1997,3
9070,ANA,OAK,1997,2
9071,CWS,MIN,1997,2
9072,CLE,NYY,1997,9
9073,DET,BOS,1997,11
9077,HOU,CHC,1997,4
9078,MON,FLA,1997,1
9079,NYM,PIT,1997,1
9081,STL,CIN,1997,4
9084,ANA,OAK,1997,1
9085,CWS,MIN,1997,1
9086,CLE,NYY,1997,3
9091,HOU,CHC,1997,2
9093,NYM,PIT,1997,3
9095,STL,CIN,1997,3
9096,SD,COL,1997,2
9097,SF,LAD,1997,2
9098,CWS,KC,1997,1
9101,MIL,BAL,1997,5
9102,SEA,OAK,1997,1
9106,LAD,COL,1997,2
9107,MON,CIN,1997,5
9108,NYM,ATL,1997,1
9109,PHI,FLA,1997,6
9112,CWS,KC,1997,4
9113,CLE,MIN,1997,5
9122,NYM,ATL,1997,1
9124,STL,CHC,1997,5
9125,SF,SD,1997,3
9126,CWS,KC,1997,1
9130,SEA,OAK,1997,5
9131,TEX,ANA,1997,1
9133,HOU,PIT,1997,4
9134,LAD,COL,1997,2
9138,STL,CHC,1997,2
9139,SF,SD,1997,7
9142,KC,MIL,1997,1
9144,OAK,TEX,1997,3
9145,SEA,ANA,1997,3
9146,ATL,PHI,1997,1
9150,COL,SF,1997,1
9154,KC,MIL,1997,13
9156,NYY,CLE,1997,1
9157,OAK,TEX,1997,3
9158,SEA,ANA,1997,7
9159,ATL,PHI,1997,6
9160,CHC,HOU,1997,1
9161,CIN,STL,1997,2
9163,PIT,NYM,1997,5
9169,MIN,CWS,1997,6
9173,ATL,PHI,1997,8
9174,CHC,HOU,1997,3
9178,COL,SF,1997,7
9179,FLA,MON,1997,2
9181,BOS,DET,1997,2
9184,NYY,CLE,1997,1
9185,OAK,TEX,1997,2
9186,SEA,ANA,1997,1
9187,ATL,PHI,1997,1
9190,LAD,SD,1997,6
9193,FLA,MON,1997,2
9194,BAL,PHI,1997,7
9196,DET,NYM,1997,14
9197,NYY,ATL,1997,1
9201,CHC,KC,1997,1
9202,CIN,MIL,1997,1
9205,PIT,CWS,1997,2
9206,STL,MIN,1997,1
9207,COL,ANA,1997,4
9208,BAL,PHI,1997,3
9209,BOS,FLA,1997,7
9210,DET,NYM,1997,2
9212,OAK,SD,1997,2
9213,SEA,SF,1997,11
9215,CHC,KC,1997,5
9216,CIN,MIL,1997,8
9218,LAD,TEX,1997,3
9219,PIT,CWS,1997,3
9220,STL,MIN,1997,2
9222,BAL,PHI,1997,3
9223,BOS,FLA,1997,7
9224,DET,NYM,1997,2
9226,OAK,SD,1997,2
9227,SEA,SF,1997,11
9229,CHC,KC,1997,5
9230,CIN,MIL,1997,8
9232,LAD,TEX,1997,3
9233,PIT,CWS,1997,3
9234,STL,MIN,1997,2
9236,BAL,PHI,1997,4
9239,DET,NYM,1997,2
9241,TEX,COL,1997,8
9242,TOR,MON,1997,1
9243,CHC,KC,1997,1
9244,CIN,MIL,1997,3
9245,HOU,CLE,1997,4
9246,PIT,CWS,1997,2
9247,STL,MIN,1997,1
9248,SD,SEA,1997,3
9254,TEX,COL,1997,5
9261,SD,SEA,1997,2
9262,SF,OAK,1997,2
9264,CWS,BOS,1997,1
9265,CLE,KC,1997,1
9267,TEX,OAK,1997,1
9268,TOR,NYY,1997,1
9271,NYM,FLA,1997,4
9275,SF,COL,1997,4
9277,DET,BAL,1997,3
9278,ANA,SEA,1997,1
9279,CWS,BOS,1997,3
9280,CLE,KC,1997,4
9281,DET,BAL,1997,1
9282,MIL,MIN,1997,1
9283,TEX,OAK,1997,7
9285,HOU,CIN,1997,1
9287,NYM,FLA,1997,2
9288,PHI,CHC,1997,2
9291,SF,COL,1997,1
9292,ANA,SEA,1997,8
9293,CWS,BOS,1997,1
9294,CLE,KC,1997,1
9295,DET,BAL,1997,5
9296,MIL,MIN,1997,4
9298,TOR,NYY,1997,2
9299,HOU,CIN,1997,1
9300,MON,ATL,1997,4
9301,NYM,FLA,1997,1
9305,SF,COL,1997,7
9306,ALS,NLS,1997,2
9307,BOS,TOR,1997,1
9309,MIN,CLE,1997,6
9310,NYY,DET,1997,7
9312,SEA,TEX,1997,3
9315,LAD,SF,1997,11
9318,FLA,PHI,1997,1
9323,NYY,DET,1997,3
9325,SEA,TEX,1997,1
9327,CHC,STL,1997,6
9329,LAD,SF,1997,4
9331,COL,SD,1997,1
9343,LAD,SF,1997,6
9344,PIT,HOU,1997,2
9346,FLA,PHI,1997,6
9347,BAL,TOR,1997,4
9348,BOS,DET,1997,14
9349,ANA,TEX,1997,1
9350,KC,MIL,1997,1
9351,MIN,CWS,1997,2
9354,ATL,PHI,1997,4
9356,CIN,STL,1997,2
9357,PIT,NYM,1997,1
9358,SD,SF,1997,2
9360,FLA,MON,1997,1
9361,BAL,TOR,1997,4
9363,ANA,TEX,1997,4
9365,MIN,CWS,1997,4
9366,NYY,CLE,1997,6
9367,OAK,SEA,1997,3
9371,PIT,NYM,1997,1
9376,ANA,DET,1997,2
9379,OAK,KC,1997,8
9380,SEA,MIN,1997,1
9381,TEX,TOR,1997,6
9382,ATL,COL,1997,1
9383,HOU,SF,1997,7
9385,PHI,MON,1997,6
9388,FLA,LAD,1997,4
9390,ANA,DET,1997,5
9393,OAK,KC,1997,8
9396,ATL,COL,1997,6
9398,NYM,CHC,1997,1
9402,FLA,LAD,1997,1
9406,MIL,NYY,1997,2
9408,SEA,KC,1997,1
9410,ATL,LAD,1997,3
9413,NYM,CIN,1997,1
9414,PHI,PIT,1997,2
9415,STL,SF,1997,1
9417,BAL,CWS,1997,5
9418,ANA,TOR,1997,1
9426,NYM,CIN,1997,2
9428,STL,SF,1997,1
9429,FLA,SD,1997,3
9430,CHC,COL,1997,7
9431,CHC,COL,1997,1
9433,ANA,TOR,1997,4
9434,CLE,BOS,1997,5
9435,MIL,NYY,1997,4
9437,SEA,KC,1997,1
9438,TEX,DET,1997,1
9442,NYM,CIN,1997,9
9443,PHI,PIT,1997,3
9450,ATL,LAD,1997,1
9451,MON,COL,1997,4
9452,NYM,CIN,1997,2
9454,STL,SF,1997,5
9456,BOS,OAK,1997,1
9457,CLE,SEA,1997,4
9458,DET,CWS,1997,3
9459,MIN,KC,1997,1
9460,NYY,ANA,1997,7
9462,TOR,MIL,1997,3
9463,CIN,FLA,1997,1
9464,LAD,NYM,1997,5
9467,SD,PIT,1997,1
9468,SF,PHI,1997,3
9470,CHC,ATL,1997,1
9473,DET,CWS,1997,2
9475,NYY,ANA,1997,1
9477,TOR,MIL,1997,8
9478,CHC,ATL,1997,2
9482,SD,PIT,1997,8
9483,SF,PHI,1997,12
9484,BOS,OAK,1997,3
9485,CWS,TEX,1997,1
9489,TOR,MIL,1997,1
9490,HOU,MON,1997,5
9492,SD,PIT,1997,2
9494,COL,CHC,1997,6
9498,MIN,BAL,1997,3
9500,TOR,KC,1997,1
9502,HOU,MON,1997,3
9503,LAD,PHI,1997,7
9507,COL,CHC,1997,6
9510,BOS,ANA,1997,1
9512,CLE,OAK,1997,3
9516,TOR,KC,1997,1
9517,CIN,ATL,1997,1
9518,HOU,MON,1997,1
9519,LAD,PHI,1997,3
9520,STL,FLA,1997,2
9521,SD,NYM,1997,2
9523,COL,CHC,1997,3
9524,BOS,ANA,1997,1
9526,CLE,OAK,1997,2
9532,HOU,MON,1997,5
9533,LAD,PHI,1997,6
9534,STL,FLA,1997,2
9535,SD,NYM,1997,2
9536,COL,CHC,1997,4
9537,SF,PIT,1997,1
9539,BAL,TEX,1997,5
9540,NYY,OAK,1997,1
9541,ATL,CHC,1997,6
9543,LAD,PIT,1997,2
9548,KC,MIN,1997,7
9549,MIL,TOR,1997,1
9551,KC,MIN,1997,3
9552,MIL,TOR,1997,6
9553,BAL,TEX,1997,1
9554,BOS,SEA,1997,4
9558,NYY,OAK,1997,3
9559,ATL,CHC,1997,5
9560,HOU,STL,1997,1
9561,LAD,PIT,1997,2
9563,SF,NYM,1997,3
9565,FLA,CIN,1997,6
9566,MIL,TOR,1997,2
9567,MIL,TOR,1997,2
9568,BAL,TEX,1997,2
9569,BOS,SEA,1997,1
9570,CWS,DET,1997,1
9573,NYY,OAK,1997,7
9574,ATL,CHC,1997,1
9575,HOU,STL,1997,3
9577,COL,MON,1997,6
9578,FLA,CIN,1997,6
9580,DET,TOR,1997,2
9581,KC,BOS,1997,1
9582,MIL,SEA,1997,1
9585,MON,SD,1997,7
9586,PHI,STL,1997,1
9587,PIT,COL,1997,3
9588,FLA,ATL,1997,1
9589,ANA,CWS,1997,8
9592,MIL,SEA,1997,5
9593,NYY,MIN,1997,5
9594,OAK,BAL,1997,1
9600,PHI,STL,1997,3
9602,FLA,ATL,1997,1
9603,ANA,CWS,1997,3
9604,DET,TOR,1997,1
9605,KC,BOS,1997,7
9610,CHC,LAD,1997,4
9611,CIN,SF,1997,4
9612,HOU,NYM,1997,6
9613,MON,SD,1997,6
9615,PIT,COL,1997,1
9617,ANA,CWS,1997,3
9618,DET,TOR,1997,3
9619,KC,BOS,1997,3
9621,NYY,MIN,1997,1
9623,TEX,CLE,1997,1
9624,CHC,LAD,1997,1
9626,HOU,NYM,1997,1
9627,MON,SD,1997,3
9628,PHI,STL,1997,9
9629,PIT,COL,1997,4
9630,FLA,ATL,1997,4
9634,MIN,TOR,1997,6
9637,NYM,STL,1997,2
9638,PHI,COL,1997,4
9640,FLA,HOU,1997,3
9641,ANA,MIL,1997,1
9642,DET,CLE,1997,2
9646,SEA,BAL,1997,1
9649,CIN,SD,1997,4
9651,NYM,STL,1997,1
9653,PIT,ATL,1997,1
9654,FLA,HOU,1997,1
9655,ANA,MIL,1997,2
9656,KC,DET,1997,1
9658,OAK,CWS,1997,1
9660,TEX,NYY,1997,4
9661,TOR,CLE,1997,3
9662,ATL,STL,1997,1
9665,MON,LAD,1997,4
9667,PHI,HOU,1997,2
9671,OAK,MIL,1997,1
9672,SEA,CWS,1997,1
9674,TOR,CLE,1997,4
9675,ATL,STL,1997,3
9676,CHC,SF,1997,3
9677,CIN,SD,1997,7
9679,NYM,COL,1997,8
9680,PHI,HOU,1997,1
9681,PIT,FLA,1997,4
9682,BOS,KC,1997,6
9685,MIN,NYY,1997,8
9686,SEA,CWS,1997,5
9687,TOR,DET,1997,3
9689,CHC,SD,1997,2
9692,NYM,HOU,1997,5
9693,STL,PHI,1997,5
9694,COL,PIT,1997,2
9696,ANA,BAL,1997,1
9698,OAK,MIL,1997,1
9701,ATL,FLA,1997,1
9703,CIN,LAD,1997,1
9704,MON,SF,1997,1
9707,COL,PIT,1997,1
9709,CLE,TEX,1997,2
9710,BOS,KC,1997,2
9718,CIN,LAD,1997,7
9722,COL,PIT,1997,1
9723,OAK,MIL,1997,1
9727,SEA,MIL,1997,10
9728,TOR,DET,1997,6
9729,ATL,FLA,1997,1
9730,LAD,CHC,1997,1
9734,BAL,OAK,1997,8
9736,CWS,ANA,1997,3
9737,CLE,DET,1997,3
9740,TOR,MIN,1997,8
9742,HOU,FLA,1997,11
9744,STL,NYM,1997,3
9745,SD,MON,1997,2
9746,SF,CIN,1997,4
9750,CWS,ANA,1997,3
9751,NYY,KC,1997,6
9752,TOR,MIN,1997,1
9755,LAD,MON,1997,2
9761,CLE,DET,1997,8
9762,BOS,MIN,1997,1
9764,CLE,TOR,1997,1
9767,NYY,TEX,1997,3
9770,STL,ATL,1997,1
9771,SD,CHC,1997,4
9772,SF,MON,1997,4
9773,COL,NYM,1997,4
9774,FLA,PIT,1997,1
9775,BAL,SEA,1997,1
9777,BAL,ANA,1997,1
9778,BOS,MIN,1997,8
9779,CLE,TOR,1997,4
9781,MIL,OAK,1997,1
9784,LAD,CIN,1997,2
9786,SD,CHC,1997,1
9788,COL,NYM,1997,2
9792,BAL,ANA,1997,1
9793,BOS,MIN,1997,5
9795,DET,KC,1997,4
9796,MIL,OAK,1997,3
9797,NYY,TEX,1997,8
9798,HOU,PHI,1997,5
9800,STL,ATL,1997,2
9802,SF,MON,1997,2
9803,COL,NYM,1997,2
9804,FLA,PIT,1997,8
9806,CWS,SEA,1997,2
9807,BAL,ANA,1997,1
9808,CWS,SEA,1997,5
9809,CLE,TOR,1997,2
9810,PHI,SF,1997,9
9813,TEX,MIL,1997,2
9814,ANA,NYY,1997,8
9815,DET,MIN,1997,6
9819,CIN,COL,1997,1
9824,PIT,SD,1997,2
9825,FLA,CHC,1997,7
9828,CWS,TOR,1997,2
9829,KC,BAL,1997,7
9830,CWS,TOR,1997,6
9833,SEA,CLE,1997,1
9840,PIT,SD,1997,4
9841,FLA,CHC,1997,1
9847,CWS,TOR,1997,3
9850,OAK,BOS,1997,7
9851,SEA,CLE,1997,1
9852,HOU,COL,1997,6
9853,MON,STL,1997,1
9855,NYM,LAD,1997,2
9857,BAL,MIN,1997,2
9858,ANA,BOS,1997,3
9862,SEA,NYY,1997,4
9863,TEX,CWS,1997,9
9864,ATL,CIN,1997,4
9865,CHC,MON,1997,2
9866,HOU,COL,1997,8
9867,NYM,SD,1997,1
9869,PIT,SF,1997,1
9871,BAL,MIN,1997,1
9872,ANA,BOS,1997,5
9874,MIL,DET,1997,3
9877,TEX,CWS,1997,5
9878,ATL,CIN,1997,7
9881,NYM,SD,1997,4
9883,PIT,SF,1997,2
9884,FLA,STL,1997,3
9885,BAL,MIN,1997,4
9888,MIL,DET,1997,6
9889,OAK,CLE,1997,3
9890,SEA,NYY,1997,2
9893,CHC,MON,1997,9
9894,HOU,COL,1997,2
9897,PIT,SF,1997,3
9898,FLA,STL,1997,6
9899,MIL,TEX,1997,5
9902,CHC,FLA,1997,2
9905,PHI,SD,1997,9
9908,PHI,SD,1997,2
9909,PIT,LAD,1997,1
9912,ANA,CLE,1997,1
9913,MIL,TEX,1997,1
9914,MIN,DET,1997,6
9916,SEA,BOS,1997,6
9918,ATL,HOU,1997,1
9921,PHI,SD,1997,2
9924,COL,CIN,1997,4
9925,BAL,KC,1997,4
9928,MIN,DET,1997,2
9929,OAK,NYY,1997,1
9931,TOR,CWS,1997,11
9934,NYM,SF,1997,9
9935,PHI,SD,1997,1
9937,STL,MON,1997,1
9938,COL,CIN,1997,2
9940,TOR,CWS,1997,1
9941,ATL,HOU,1997,2
9942,CHC,FLA,1997,1
9943,LAD,OAK,1997,6
9944,STL,MON,1997,6
9945,SD,ANA,1997,7
9947,COL,SEA,1997,4
9948,BAL,NYM,1997,1
9950,CWS,HOU,1997,1
9951,CLE,CHC,1997,1
9952,DET,PHI,1997,5
9954,MIL,PIT,1997,3
9958,LAD,OAK,1997,1
9960,SF,TEX,1997,1
9961,COL,SEA,1997,1
9964,CWS,HOU,1997,7
9967,KC,STL,1997,11
9969,MIN,CIN,1997,3
9972,LAD,SEA,1997,9
9973,SD,TEX,1997,3
9974,SF,ANA,1997,4
9975,COL,OAK,1997,1
9978,CWS,HOU,1997,2
9979,CLE,CHC,1997,4
9980,DET,PHI,1997,1
9982,MIL,PIT,1997,1
9983,MIN,CIN,1997,2
9984,NYY,MON,1997,1
9987,SD,TEX,1997,2
9989,COL,OAK,1997,6
9992,SEA,SD,1997,3
9997,MON,BOS,1997,2
9998,NYM,TOR,1997,3
9999,PHI,NYY,1997,4
10002,FLA,BAL,1997,6
10004,TEX,LAD,1997,1
10005,ATL,DET,1997,5
10006,CHC,MIN,1997,6
10007,CIN,KC,1997,4
10009,MON,BOS,1997,1
10010,NYM,TOR,1997,3
10011,PHI,NYY,1997,5
10012,PIT,CLE,1997,2
10013,STL,CWS,1997,5
10014,FLA,BAL,1997,1
10015,OAK,SF,1997,9
10017,TEX,LAD,1997,3
10019,CHC,MIN,1997,4
10020,CIN,KC,1997,3
10021,HOU,MIL,1997,4
10022,MON,BOS,1997,1
10023,NYM,TOR,1997,2
10024,PHI,NYY,1997,1
10026,STL,CWS,1997,2
10027,FLA,BAL,1997,1
10029,CLE,CWS,1997,10
10030,DET,ANA,1997,5
10034,TOR,TEX,1997,4
10035,CHC,NYM,1997,5
10036,CIN,PIT,1997,2
10037,LAD,FLA,1997,3
10038,MON,PHI,1997,6
10039,SD,ATL,1997,4
10040,SF,HOU,1997,3
10041,COL,STL,1997,7
10042,BOS,MIL,1997,8
10043,CLE,CWS,1997,2
10044,DET,ANA,1997,2
10048,TOR,TEX,1997,1
10049,CHC,NYM,1997,2
10051,LAD,FLA,1997,4
10054,SF,HOU,1997,2
10056,COL,STL,1997,1
10057,BOS,MIL,1997,9
10058,CLE,CWS,1997,3
10061,MIN,SEA,1997,3
10062,NYY,BAL,1997,7
10063,TOR,TEX,1997,4
10065,CIN,PIT,1997,3
10066,LAD,FLA,1997,4
10069,SF,HOU,1997,4
10070,COL,STL,1997,3
10072,CLE,BAL,1997,1
10073,DET,TEX,1997,4
10074,KC,SEA,1997,7
10075,MIN,OAK,1997,5
10076,TOR,ANA,1997,2
10081,CWS,MIL,1997,3
10083,DET,TEX,1997,4
10086,TOR,ANA,1997,2
10087,CIN,CHC,1997,3
10089,MON,PIT,1997,1
10091,SD,FLA,1997,1
10094,BOS,NYY,1997,3
10095,CWS,MIL,1997,2
10096,OAK,TOR,1997,1
10097,SEA,DET,1997,10
10100,MON,PIT,1997,1
10101,NYM,PHI,1997,8
10102,SD,FLA,1997,1
10103,SF,STL,1997,1
10104,COL,HOU,1997,2
10107,CWS,CLE,1997,2
10108,OAK,TOR,1997,1
10110,TEX,MIN,1997,7
10111,NYM,MON,1997,4
10114,ANA,KC,1997,3
10118,SEA,TOR,1997,4
10119,TEX,MIN,1997,1
10121,HOU,LAD,1997,7
10123,PIT,CHC,1997,2
10124,STL,SD,1997,2
10127,PHI,CIN,1997,8
10128,BAL,NYY,1997,5
10130,CWS,CLE,1997,1
10132,OAK,DET,1997,2
10134,TEX,MIN,1997,6
10136,HOU,LAD,1997,4
10137,NYM,MON,1997,3
10141,FLA,SF,1997,7
10143,ANA,KC,1997,1
10147,SEA,TOR,1997,1
10151,NYM,MON,1997,1
10154,STL,SD,1997,6
10155,FLA,SF,1997,1
10156,ANA,MIN,1997,3
10157,MIL,CWS,1997,1
10158,NYY,BOS,1997,1
10160,SEA,TOR,1997,4
10162,ATL,SF,1997,1
10165,PIT,MON,1997,1
10168,BAL,CLE,1997,1
10171,PHI,NYM,1997,1
10174,TEX,KC,1997,2
10175,ATL,SF,1997,2
10176,CHC,CIN,1997,5
10177,HOU,SD,1997,12
10178,PHI,NYM,1997,1
10179,PIT,MON,1997,6
10181,FLA,COL,1997,3
10183,NYY,BOS,1997,2
10184,BAL,CLE,1997,5
10185,NYY,BOS,1997,1
10187,BOS,TOR,1997,1
10188,ANA,OAK,1997,4
10191,NYY,DET,1997,4
10192,TEX,SEA,1997,1
10193,ATL,NYM,1997,8
10197,SD,COL,1997,1
10198,SF,LAD,1997,1
10200,FLA,PHI,1997,3
10201,BAL,MIL,1997,1
10202,BOS,TOR,1997,1
10208,ATL,NYM,1997,7
10209,CHC,STL,1997,1
10210,CIN,MON,1997,3
10211,PIT,HOU,1997,9
10212,SD,COL,1997,1
10213,SF,LAD,1997,1
10214,FLA,PHI,1997,6
10221,ATL,MON,1997,1
10223,CIN,HOU,1997,1
10227,FLA,NYM,1997,3
10228,KC,CLE,1997,7
10230,BAL,DET,1997,4
